year,count_date,hour,direction_of_travel,pedal_cycles,two_wheeled_motor_vehicles,cars_and_taxis,buses_and_coaches,lgvs,hgvs_2_rigid_axle,hgvs_3_rigid_axle,hgvs_4_or_more_rigid_axle,hgvs_3_or_4_articulated_axle,hgvs_5_articulated_axle,hgvs_6_articulated_axle,all_hgvs,all_motor_vehicles,count_point_id
2005,19/05/2005,7,N,0,0,9,0,4,0,0,0,0,0,0,0,13,990555
2005,19/05/2005,8,N,0,0,9,0,4,0,2,0,0,0,0,2,15,990555
2005,19/05/2005,9,N,0,0,16,0,5,1,0,0,0,0,0,1,22,990555
2005,19/05/2005,10,N,0,0,9,0,3,0,0,0,0,0,0,0,12,990555
2005,19/05/2005,11,N,0,0,17,0,2,0,1,0,0,0,0,1,20,990555
2005,19/05/2005,12,N,0,0,30,0,3,0,0,0,0,0,0,0,33,990555
2005,19/05/2005,13,N,1,0,19,0,2,0,0,1,0,0,0,1,22,990555
2005,19/05/2005,14,N,2,0,16,0,2,2,0,0,0,0,0,2,20,990555
2005,19/05/2005,15,N,0,0,9,0,2,1,0,2,0,0,0,3,14,990555
2005,19/05/2005,16,N,0,1,14,0,0,1,0,0,0,0,0,1,16,990555
2005,19/05/2005,17,N,0,1,15,0,1,0,0,0,0,0,0,0,17,990555
2005,19/05/2005,18,N,0,0,21,0,1,1,0,0,0,0,0,1,23,990555
2005,19/05/2005,7,S,0,0,11,0,3,0,0,0,0,0,0,0,14,990555
2005,19/05/2005,8,S,1,0,18,0,3,0,2,0,0,0,0,2,23,990555
2005,19/05/2005,9,S,0,0,9,0,2,1,1,0,0,0,0,2,13,990555
2005,19/05/2005,10,S,0,0,13,0,6,2,1,0,0,0,0,3,22,990555
2005,19/05/2005,11,S,0,0,12,0,4,0,0,0,0,0,0,0,16,990555
2005,19/05/2005,12,S,0,0,10,0,2,0,0,0,0,0,0,0,12,990555
2005,19/05/2005,13,S,1,0,27,0,4,2,0,0,0,0,0,2,33,990555
2005,19/05/2005,14,S,0,0,17,0,2,0,0,0,0,0,0,0,19,990555
2005,19/05/2005,15,S,1,0,28,0,1,0,0,0,0,0,0,0,29,990555
2005,19/05/2005,16,S,0,1,21,0,5,0,0,0,0,0,0,0,27,990555
2006,12/10/2006,7,N,1,15,1457,0,210,30,3,3,10,14,17,77,1759,6910
2006,12/10/2006,8,N,0,17,1662,6,130,35,2,4,7,15,9,72,1887,6910
2006,12/10/2006,9,N,1,14,1260,1,151,57,6,4,7,18,11,103,1529,6910
2006,12/10/2006,10,N,0,6,874,9,146,41,1,2,14,37,31,126,1161,6910
2006,12/10/2006,11,N,0,5,785,2,158,45,7,2,11,33,16,114,1064,6910
2006,12/10/2006,12,N,0,8,805,0,151,44,4,0,15,24,26,113,1077,6910
2006,12/10/2006,13,N,0,9,850,1,169,42,6,2,13,18,26,107,1136,6910
2006,12/10/2006,14,N,0,3,907,4,193,46,5,2,11,16,18,98,1205,6910
2006,12/10/2006,15,N,0,4,1005,2,234,37,3,2,16,25,23,106,1351,6910
2006,12/10/2006,16,N,0,11,1272,4,269,33,2,0,13,10,14,72,1628,6910
2006,12/10/2006,17,N,0,13,1467,2,153,19,4,0,8,11,20,62,1697,6910
2006,12/10/2006,18,N,0,20,1527,3,119,8,1,0,11,13,19,52,1721,6910
2006,12/10/2006,7,S,0,14,1492,5,308,53,7,6,1,19,19,105,1924,6910
2006,12/10/2006,8,S,0,19,1200,7,157,38,3,0,12,16,10,79,1462,6910
2006,12/10/2006,9,S,0,10,1078,4,164,51,5,5,8,28,9,106,1362,6910
2006,12/10/2006,10,S,0,4,874,7,183,39,7,3,11,28,9,97,1165,6910
2006,12/10/2006,11,S,0,4,778,3,149,44,2,6,25,18,11,106,1040,6910
2006,12/10/2006,12,S,1,4,739,4,142,35,5,1,5,25,13,84,973,6910
2006,12/10/2006,13,S,0,5,846,7,129,37,5,1,16,34,15,108,1095,6910
2006,12/10/2006,14,S,0,8,909,1,112,55,6,2,9,27,28,127,1157,6910
2006,12/10/2006,15,S,0,4,957,1,100,22,9,6,10,23,8,78,1140,6910
2006,12/10/2006,16,S,0,12,1253,4,137,24,2,2,5,20,30,83,1489,6910
2006,12/10/2006,17,S,1,21,1583,4,95,6,2,1,2,11,15,37,1740,6910
2006,12/10/2006,18,S,0,15,1559,3,56,13,1,1,8,26,15,64,1697,6910
2006,08/05/2006,18,W,1,8,1016,2,89,8,0,0,6,22,24,60,1175,8242
2006,08/05/2006,7,E,0,5,746,2,169,22,2,2,5,14,13,58,980,8242
2006,08/05/2006,8,E,1,8,493,3,96,21,3,1,2,5,5,37,637,8242
2006,08/05/2006,9,E,0,4,666,2,117,22,3,2,6,7,8,48,837,8242
2006,08/05/2006,10,E,0,2,751,6,209,38,6,4,11,22,7,88,1056,8242
2006,08/05/2006,11,E,0,10,835,9,166,44,4,5,16,36,26,131,1151,8242
2006,08/05/2006,12,E,1,0,821,2,162,29,7,6,12,32,18,104,1089,8242
2006,08/05/2006,13,E,0,4,659,2,162,27,2,1,18,44,14,106,933,8242
2006,08/05/2006,14,E,0,2,681,6,169,22,1,0,20,35,12,90,948,8242
2006,08/05/2006,15,E,0,5,841,7,145,26,1,1,10,38,19,95,1093,8242
2006,08/05/2006,16,E,0,7,1149,3,132,27,1,1,1,15,20,65,1356,8242
2006,08/05/2006,17,E,0,18,1133,1,78,9,3,0,5,18,7,42,1272,8242
2006,08/05/2006,18,E,0,10,1281,1,56,13,1,0,6,22,10,52,1400,8242
2006,08/05/2006,7,W,9,6,1059,0,109,11,2,2,6,15,10,46,1220,8242
2006,08/05/2006,8,W,4,11,951,1,67,14,0,1,9,8,5,37,1067,8242
2006,08/05/2006,9,W,1,7,901,2,112,27,7,7,2,16,16,75,1097,8242
2006,08/05/2006,10,W,0,2,787,3,138,31,5,3,8,33,18,98,1028,8242
2006,08/05/2006,11,W,0,5,743,7,139,30,4,6,14,30,26,110,1004,8242
2006,08/05/2006,12,W,0,1,745,3,167,29,2,7,12,19,19,88,1004,8242
2006,08/05/2006,13,W,1,3,681,3,159,60,7,0,13,20,16,116,962,8242
2006,08/05/2006,14,W,0,2,569,1,125,39,3,5,13,16,13,89,786,8242
2006,08/05/2006,15,W,5,4,688,1,180,49,4,0,18,18,15,104,977,8242
2006,08/05/2006,16,W,1,6,832,8,169,36,4,2,17,12,23,94,1109,8242
2006,08/05/2006,17,W,4,5,892,2,88,14,3,0,11,15,8,51,1038,8242
2006,11/05/2006,7,E,11,6,424,14,100,15,3,4,2,0,0,24,568,56922
2006,11/05/2006,8,E,6,6,467,6,46,9,1,0,0,0,0,10,535,56922
2006,11/05/2006,9,E,1,4,341,10,66,19,2,4,0,0,0,25,446,56922
2006,11/05/2006,10,E,0,1,270,3,53,13,3,0,0,0,0,16,343,56922
2006,11/05/2006,11,E,4,3,388,11,66,9,2,2,0,0,2,15,483,56922
2006,11/05/2006,12,E,2,8,516,7,68,16,2,2,0,1,0,21,620,56922
2006,11/05/2006,13,E,3,7,586,11,52,16,2,1,0,1,1,21,677,56922
2006,11/05/2006,14,E,1,3,456,12,77,11,3,1,1,0,0,16,564,56922
2006,11/05/2006,15,E,3,3,532,12,42,10,2,3,0,0,0,15,604,56922
2006,11/05/2006,16,E,4,6,689,9,64,7,0,0,0,0,0,7,775,56922
2006,11/05/2006,17,E,4,9,1368,7,70,0,0,0,0,0,0,0,1454,56922
2006,11/05/2006,18,E,0,6,920,7,54,0,0,0,1,0,0,1,988,56922
2006,11/05/2006,7,W,1,10,685,9,105,9,0,3,1,1,0,14,823,56922
2006,11/05/2006,8,W,5,7,1375,11,86,8,0,4,1,0,0,13,1492,56922
2006,11/05/2006,9,W,2,10,835,15,102,10,2,5,0,0,0,17,979,56922
2006,11/05/2006,10,W,0,1,540,9,105,8,3,2,2,0,0,15,670,56922
2006,11/05/2006,11,W,0,2,553,8,95,8,2,2,1,4,0,17,675,56922
2006,11/05/2006,12,W,2,6,600,13,110,10,2,6,0,0,0,18,747,56922
2006,11/05/2006,13,W,1,6,591,5,76,4,4,1,0,0,0,9,687,56922
2006,11/05/2006,14,W,3,5,518,13,101,13,3,3,0,0,1,20,657,56922
2006,11/05/2006,15,W,9,8,649,5,97,5,3,2,0,0,0,10,769,56922
2006,11/05/2006,16,W,8,9,645,10,118,4,0,3,1,0,0,8,790,56922
2006,11/05/2006,17,W,3,7,698,6,81,10,0,0,0,1,1,12,804,56922
2006,11/05/2006,18,W,5,7,690,6,55,4,0,0,1,0,0,5,763,56922
2006,05/09/2006,7,N,1,13,869,5,122,18,3,3,5,2,1,32,1041,78080
2006,05/09/2006,8,N,3,18,429,1,105,20,4,3,7,1,1,36,589,78080
2006,05/09/2006,9,N,1,7,430,2,75,24,3,0,7,4,1,39,553,78080
2006,05/09/2006,10,N,0,5,381,0,72,15,0,4,6,3,0,28,486,78080
2006,05/09/2006,11,N,0,5,372,3,46,23,1,3,7,2,0,36,462,78080
2006,05/09/2006,12,N,0,6,405,1,60,18,1,1,8,0,3,31,503,78080
2006,05/09/2006,13,N,2,2,429,1,78,20,2,3,5,2,1,33,543,78080
2006,05/09/2006,14,N,0,7,355,1,70,4,2,1,12,1,0,20,453,78080
2006,05/09/2006,15,N,1,7,405,2,76,12,2,0,3,2,0,19,509,78080
2006,05/09/2006,16,N,0,6,455,0,67,3,1,0,1,0,1,6,534,78080
2006,05/09/2006,17,N,2,8,557,1,47,5,0,0,7,2,1,15,628,78080
2006,05/09/2006,18,N,2,9,633,0,54,2,1,0,5,1,1,10,706,78080
2006,05/09/2006,7,S,0,11,604,4,96,18,1,1,10,2,2,34,749,78080
2006,05/09/2006,8,S,2,9,695,1,78,17,0,0,14,2,1,34,817,78080
2006,05/09/2006,9,S,0,2,420,3,53,12,1,0,3,0,2,18,496,78080
2006,05/09/2006,10,S,0,2,394,3,45,13,1,3,6,0,1,24,468,78080
2006,05/09/2006,11,S,0,4,352,3,53,15,2,5,4,2,1,29,441,78080
2006,05/09/2006,12,S,3,2,318,2,53,12,1,4,1,2,1,21,396,78080
2006,05/09/2006,13,S,0,4,384,1,56,11,4,2,8,0,0,25,470,78080
2006,05/09/2006,14,S,0,4,400,3,62,16,5,1,9,4,1,36,505,78080
2006,05/09/2006,15,S,0,2,403,2,73,14,3,1,4,1,2,25,505,78080
2006,05/09/2006,16,S,1,10,730,2,92,9,2,2,3,1,0,17,851,78080
2006,05/09/2006,17,S,1,14,943,0,55,4,1,0,0,2,2,9,1021,78080
2006,05/09/2006,18,S,1,20,737,1,283,3,0,0,1,4,1,9,1050,78080
2006,12/06/2006,7,E,1,30,2178,5,350,43,3,10,11,14,30,111,2674,78287
2006,12/06/2006,8,E,0,32,1621,3,136,22,6,4,10,13,26,81,1873,78287
2006,12/06/2006,9,E,2,4,1274,6,219,18,6,3,15,33,15,90,1593,78287
2006,12/06/2006,10,E,0,6,1047,2,169,52,12,9,13,20,28,134,1358,78287
2006,12/06/2006,11,E,0,3,565,4,59,21,7,2,7,8,18,63,694,78287
2006,12/06/2006,12,E,0,6,918,3,139,43,6,10,10,22,36,127,1193,78287
2006,12/06/2006,13,E,0,10,953,3,155,28,7,4,17,31,24,111,1232,78287
2006,12/06/2006,14,E,0,7,890,7,155,34,3,9,20,21,21,108,1167,78287
2006,12/06/2006,15,E,0,9,1000,3,178,37,3,3,13,22,22,100,1290,78287
2006,12/06/2006,16,E,1,15,1400,2,161,24,2,2,8,13,28,77,1655,78287
2006,12/06/2006,17,E,0,38,1832,3,112,15,2,0,7,21,10,55,2040,78287
2006,12/06/2006,18,E,1,24,1500,3,92,4,1,0,3,17,10,35,1654,78287
2006,12/06/2006,7,W,2,23,1757,2,153,15,2,2,12,15,14,60,1995,78287
2006,12/06/2006,8,W,1,38,2048,3,152,19,3,6,17,13,12,70,2311,78287
2006,12/06/2006,9,W,1,5,1376,3,145,32,4,6,11,18,26,97,1626,78287
2006,12/06/2006,10,W,0,4,852,10,133,29,6,2,10,24,8,79,1078,78287
2006,12/06/2006,11,W,0,5,859,4,169,46,6,6,11,22,17,108,1145,78287
2006,12/06/2006,12,W,0,10,859,2,154,53,9,4,17,23,32,138,1163,78287
2006,12/06/2006,13,W,0,10,888,0,201,57,4,7,13,22,24,127,1226,78287
2006,12/06/2006,14,W,0,9,949,2,227,54,8,7,12,26,13,120,1307,78287
2006,12/06/2006,15,W,0,7,1007,0,249,58,2,7,15,18,18,118,1381,78287
2006,12/06/2006,16,W,0,26,1526,5,353,38,3,1,13,19,16,90,2000,78287
2006,12/06/2006,17,W,1,25,1967,3,241,15,2,0,16,16,11,60,2296,78287
2006,12/06/2006,18,W,0,26,1693,5,138,22,0,0,14,18,21,75,1937,78287
2006,08/06/2006,7,N,2,15,887,9,158,29,2,2,7,2,1,43,1112,78288
2006,08/06/2006,8,N,3,18,1083,5,135,26,3,3,4,0,2,38,1279,78288
2006,08/06/2006,9,N,0,4,664,5,107,19,2,7,5,5,2,40,820,78288
2006,08/06/2006,10,N,0,3,614,6,79,19,7,4,7,2,2,41,743,78288
2006,08/06/2006,11,N,0,6,568,6,85,26,4,3,9,3,1,46,711,78288
2006,08/06/2006,12,N,0,7,751,3,104,17,4,4,4,3,0,32,897,78288
2006,08/06/2006,13,N,0,11,715,1,101,14,1,2,8,2,0,27,855,78288
2006,08/06/2006,14,N,0,11,685,2,97,21,2,0,11,2,2,38,833,78288
2006,08/06/2006,15,N,0,10,919,8,125,10,0,3,5,0,1,19,1081,78288
2006,08/06/2006,16,N,1,16,1246,3,154,9,1,3,4,4,1,22,1441,78288
2006,08/06/2006,17,N,1,25,1388,3,87,7,0,1,2,0,0,10,1513,78288
2006,08/06/2006,18,N,1,18,1400,1,77,6,0,0,0,2,1,9,1505,78288
2006,08/06/2006,7,S,0,14,1284,0,136,6,3,3,6,1,2,21,1455,78288
2006,08/06/2006,8,S,3,24,1367,7,93,3,2,3,15,0,2,25,1516,78288
2006,08/06/2006,9,S,0,8,1129,6,121,19,5,2,19,3,2,50,1314,78288
2006,08/06/2006,10,S,0,3,601,3,115,28,4,5,10,4,1,52,774,78288
2006,08/06/2006,11,S,1,8,545,5,106,31,1,3,9,1,4,49,713,78288
2006,08/06/2006,12,S,0,4,725,2,110,33,3,2,6,1,0,45,886,78288
2006,08/06/2006,13,S,1,13,694,4,97,9,3,5,10,5,0,32,840,78288
2006,08/06/2006,14,S,1,6,637,2,116,25,2,3,11,2,3,46,807,78288
2006,08/06/2006,15,S,1,7,664,7,97,20,3,4,11,2,3,43,818,78288
2006,08/06/2006,16,S,3,15,769,9,103,20,1,1,8,0,1,31,927,78288
2006,08/06/2006,17,S,3,12,1013,1,63,9,1,1,8,1,2,22,1111,78288
2006,08/06/2006,18,S,4,15,891,2,43,3,2,0,10,1,0,16,967,78288
2006,17/10/2006,7,E,0,12,1238,2,253,45,6,8,8,19,19,105,1610,78289
2006,17/10/2006,8,E,0,16,1223,4,130,31,3,2,8,7,12,63,1436,78289
2006,17/10/2006,9,E,0,5,1299,6,160,53,6,0,12,16,12,99,1569,78289
2006,17/10/2006,10,E,0,6,887,1,183,75,8,2,3,35,19,142,1219,78289
2006,17/10/2006,11,E,0,7,730,1,158,49,6,4,8,41,7,115,1011,78289
2006,17/10/2006,12,E,0,6,799,6,165,56,7,2,8,29,9,111,1087,78289
2006,17/10/2006,13,E,1,2,763,10,141,43,11,3,12,28,20,117,1033,78289
2006,17/10/2006,14,E,0,5,776,3,159,24,5,5,17,25,16,92,1035,78289
2006,17/10/2006,15,E,0,5,923,5,190,23,2,1,6,26,14,72,1195,78289
2006,17/10/2006,16,E,0,16,1035,7,192,16,0,2,4,37,13,72,1322,78289
2006,17/10/2006,17,E,1,12,1021,1,95,10,0,0,6,29,8,53,1182,78289
2006,17/10/2006,18,E,0,9,1154,0,69,9,1,1,5,23,14,53,1285,78289
2006,17/10/2006,7,W,0,15,1285,4,175,26,6,1,6,15,13,67,1546,78289
2006,17/10/2006,8,W,0,15,925,1,90,26,3,2,5,15,13,64,1095,78289
2006,17/10/2006,9,W,0,8,979,7,145,64,11,6,9,29,24,143,1282,78289
2006,17/10/2006,10,W,0,5,821,4,149,71,7,5,9,18,23,133,1112,78289
2006,17/10/2006,11,W,0,1,787,2,148,65,8,2,10,29,21,135,1073,78289
2006,17/10/2006,12,W,1,7,731,2,173,57,7,6,7,27,18,122,1035,78289
2006,17/10/2006,13,W,0,7,789,2,192,38,8,5,9,27,13,100,1090,78289
2006,17/10/2006,14,W,0,5,855,1,227,23,5,4,13,17,13,75,1163,78289
2006,17/10/2006,15,W,0,5,864,11,223,20,7,2,7,26,16,78,1181,78289
2006,17/10/2006,16,W,0,7,821,1,124,17,4,3,3,7,6,40,993,78289
2006,17/10/2006,17,W,0,5,1030,1,125,8,2,0,3,7,9,29,1190,78289
2006,17/10/2006,18,W,0,17,940,5,86,8,0,3,5,17,7,40,1088,78289
2006,21/06/2006,7,W,0,0,10,6,6,2,1,0,0,0,0,3,25,919554
2006,21/06/2006,8,W,0,0,4,0,8,3,0,0,0,1,0,4,16,919554
2006,21/06/2006,9,W,0,0,19,4,18,0,0,0,2,0,0,2,43,919554
2006,21/06/2006,7,E,0,0,43,1,7,3,0,0,1,0,0,4,55,919554
2006,21/06/2006,8,E,1,1,100,3,8,1,0,0,0,1,0,2,114,919554
2006,21/06/2006,9,E,1,0,63,2,19,0,0,0,0,0,0,0,84,919554
2006,21/06/2006,10,E,0,0,28,0,23,2,1,0,0,0,0,3,54,919554
2006,21/06/2006,11,E,1,0,20,2,9,3,2,0,0,2,0,7,38,919554
2006,21/06/2006,12,E,1,0,36,1,13,2,0,0,0,0,0,2,52,919554
2006,21/06/2006,13,E,0,0,50,3,18,2,1,0,0,1,0,4,75,919554
2006,21/06/2006,14,E,1,0,41,1,24,1,1,0,0,1,0,3,69,919554
2006,21/06/2006,15,E,0,1,18,1,19,0,0,0,0,0,0,0,39,919554
2006,21/06/2006,16,E,0,0,15,2,18,1,0,0,0,1,0,2,37,919554
2006,21/06/2006,17,E,0,0,13,3,8,1,1,0,0,1,0,3,27,919554
2006,21/06/2006,18,E,0,0,5,2,1,0,0,0,0,0,1,1,9,919554
2006,21/06/2006,10,W,1,0,26,0,24,2,0,0,1,0,0,3,53,919554
2006,21/06/2006,11,W,1,0,16,3,12,2,3,0,0,2,0,7,38,919554
2006,21/06/2006,12,W,0,0,48,1,12,1,0,0,0,0,0,1,62,919554
2006,21/06/2006,13,W,0,0,55,3,17,2,0,0,0,1,0,3,78,919554
2006,21/06/2006,14,W,0,0,31,3,29,2,1,0,0,0,0,3,66,919554
2006,21/06/2006,15,W,0,0,34,2,14,0,0,0,0,0,0,0,50,919554
2006,21/06/2006,16,W,0,0,39,0,22,0,1,0,0,0,0,1,62,919554
2006,21/06/2006,17,W,0,1,102,0,14,1,0,0,0,1,0,2,119,919554
2006,21/06/2006,18,W,1,0,36,0,1,1,0,0,0,0,0,1,38,919554
2006,25/04/2006,7,N,0,7,363,6,63,1,0,0,0,1,0,2,441,930524
2006,25/04/2006,8,N,5,3,646,3,48,1,0,0,0,1,9,11,711,930524
2006,25/04/2006,9,N,0,0,394,7,45,4,0,0,0,0,0,4,450,930524
2006,25/04/2006,10,N,1,0,202,3,33,4,0,0,0,0,0,4,242,930524
2006,25/04/2006,11,N,2,1,206,3,26,13,0,0,0,0,0,13,249,930524
2006,25/04/2006,12,N,0,0,236,2,30,3,0,0,0,0,0,3,271,930524
2006,25/04/2006,13,N,1,2,228,2,21,2,0,0,0,0,0,2,255,930524
2006,25/04/2006,14,N,3,1,221,2,38,2,0,0,0,0,0,2,264,930524
2006,25/04/2006,15,N,1,1,314,3,23,1,0,0,0,0,0,1,342,930524
2006,25/04/2006,16,N,7,0,219,3,32,0,0,0,0,0,0,0,254,930524
2006,25/04/2006,17,N,6,1,273,3,30,0,0,0,0,0,0,0,307,930524
2006,25/04/2006,18,N,0,3,320,2,22,0,0,0,0,0,0,0,347,930524
2006,25/04/2006,7,S,0,0,123,6,29,3,0,0,0,0,0,3,161,930524
2006,25/04/2006,8,S,0,0,257,4,28,1,1,0,0,0,0,2,291,930524
2006,25/04/2006,9,S,3,3,226,3,27,5,0,0,0,0,0,5,264,930524
2006,25/04/2006,10,S,1,0,196,3,32,3,0,0,0,0,0,3,234,930524
2006,25/04/2006,11,S,0,0,194,2,27,7,0,0,0,0,0,7,230,930524
2006,25/04/2006,12,S,1,0,279,3,33,6,0,0,0,0,0,6,321,930524
2006,25/04/2006,13,S,1,1,212,2,32,1,0,0,0,0,0,1,248,930524
2006,25/04/2006,14,S,4,2,277,2,41,1,0,0,0,0,0,1,323,930524
2006,25/04/2006,15,S,6,0,288,2,35,1,0,0,0,0,3,4,329,930524
2006,25/04/2006,16,S,9,2,405,3,63,1,0,0,0,0,0,1,474,930524
2006,25/04/2006,17,S,5,9,685,3,57,0,0,0,0,0,0,0,754,930524
2006,25/04/2006,18,S,3,3,414,3,37,0,0,0,0,0,0,0,457,930524
2006,12/06/2006,7,E,0,2,195,2,22,1,1,1,0,0,0,3,224,930525
2006,12/06/2006,8,E,1,1,305,2,16,1,2,1,0,0,0,4,328,930525
2006,12/06/2006,9,E,1,0,171,2,10,3,0,1,0,2,1,7,190,930525
2006,12/06/2006,10,E,1,2,105,2,18,1,0,0,0,0,0,1,128,930525
2006,12/06/2006,11,E,0,0,129,2,16,0,0,0,0,0,0,0,147,930525
2006,12/06/2006,12,E,2,3,154,3,13,1,0,0,0,0,0,1,174,930525
2006,12/06/2006,13,E,0,1,139,2,15,2,1,0,0,0,0,3,160,930525
2006,12/06/2006,14,E,2,0,193,2,18,4,0,0,0,0,0,4,217,930525
2006,12/06/2006,15,E,2,3,229,1,12,1,0,0,0,0,0,1,246,930525
2006,12/06/2006,16,E,3,1,209,2,18,5,0,0,0,0,0,5,235,930525
2006,12/06/2006,17,E,0,3,244,2,15,4,0,0,0,0,0,4,268,930525
2006,12/06/2006,18,E,2,0,180,1,8,1,0,0,0,0,0,1,190,930525
2006,12/06/2006,7,W,0,0,180,3,22,7,0,0,0,0,0,7,212,930525
2006,12/06/2006,8,W,1,1,423,2,14,2,0,0,0,0,0,2,442,930525
2006,12/06/2006,9,W,1,0,263,2,17,7,0,0,1,0,0,8,290,930525
2006,12/06/2006,10,W,2,1,174,2,20,2,0,0,0,0,0,2,199,930525
2006,12/06/2006,11,W,1,0,127,2,10,1,0,0,0,0,0,1,140,930525
2006,12/06/2006,12,W,2,1,151,2,12,5,0,0,0,0,0,5,171,930525
2006,12/06/2006,13,W,1,0,159,2,11,1,0,0,0,0,0,1,173,930525
2006,12/06/2006,14,W,2,0,164,1,15,3,0,0,0,2,2,7,187,930525
2006,12/06/2006,15,W,5,5,213,3,17,4,0,0,0,0,0,4,242,930525
2006,12/06/2006,16,W,3,2,208,4,20,5,1,0,0,0,0,6,240,930525
2006,12/06/2006,17,W,3,1,264,2,21,4,0,0,1,0,0,5,293,930525
2006,12/06/2006,18,W,3,1,271,2,6,0,0,0,0,0,0,0,280,930525
2006,09/10/2006,7,N,3,1,240,4,50,0,0,0,0,0,0,0,295,930526
2006,09/10/2006,8,N,1,7,402,4,25,2,0,0,0,0,0,2,440,930526
2006,09/10/2006,9,N,2,0,157,4,23,1,0,0,0,0,0,1,185,930526
2006,09/10/2006,10,N,0,0,127,4,23,2,1,0,0,0,0,3,157,930526
2006,09/10/2006,11,N,0,2,98,4,22,4,1,1,0,0,0,6,132,930526
2006,09/10/2006,12,N,2,1,121,4,6,4,0,0,0,0,0,4,136,930526
2006,09/10/2006,13,N,1,2,147,4,21,1,1,0,0,0,0,2,176,930526
2006,09/10/2006,14,N,0,1,148,4,14,2,0,0,0,0,0,2,169,930526
2006,09/10/2006,15,N,0,3,200,6,27,5,1,1,0,0,0,7,243,930526
2006,09/10/2006,16,N,2,4,185,7,29,1,0,0,0,1,0,2,227,930526
2006,09/10/2006,17,N,2,4,160,5,29,0,0,0,0,0,0,0,198,930526
2006,09/10/2006,18,N,0,1,167,3,13,0,0,0,0,0,0,0,184,930526
2006,09/10/2006,7,S,0,0,76,6,11,0,0,0,0,0,0,0,93,930526
2006,09/10/2006,8,S,0,1,186,7,15,2,0,0,0,0,0,2,211,930526
2006,09/10/2006,9,S,0,1,98,3,17,6,0,0,0,0,0,6,125,930526
2006,09/10/2006,10,S,0,0,80,6,14,3,0,0,0,0,0,3,103,930526
2006,09/10/2006,11,S,0,0,107,3,23,4,2,0,0,0,0,6,139,930526
2006,09/10/2006,12,S,0,1,138,4,16,7,0,1,0,0,0,8,167,930526
2006,09/10/2006,13,S,1,1,155,5,15,1,1,0,0,1,0,3,179,930526
2006,09/10/2006,14,S,0,4,142,4,14,2,0,0,0,0,0,2,166,930526
2006,09/10/2006,15,S,1,4,245,7,24,3,0,0,0,0,0,3,283,930526
2006,09/10/2006,16,S,0,1,170,4,32,0,0,0,0,0,0,0,207,930526
2006,09/10/2006,17,S,6,0,398,4,37,3,0,0,0,0,0,3,442,930526
2006,09/10/2006,18,S,4,10,293,4,19,0,0,0,0,0,0,0,326,930526
2006,26/09/2006,7,N,1,10,636,3,93,18,2,2,4,0,1,27,769,966041
2006,26/09/2006,8,N,0,11,702,5,65,14,0,3,1,1,0,19,802,966041
2006,26/09/2006,9,N,0,3,528,3,65,19,2,1,1,0,0,23,622,966041
2006,26/09/2006,10,N,1,2,378,4,56,24,3,2,5,0,0,34,474,966041
2006,26/09/2006,11,N,3,4,316,2,68,21,3,1,1,0,1,27,417,966041
2006,26/09/2006,12,N,0,5,351,2,77,12,4,1,2,0,0,19,454,966041
2006,26/09/2006,13,N,1,4,337,2,76,10,7,5,0,0,0,22,441,966041
2006,26/09/2006,14,N,1,3,377,3,73,5,3,1,0,0,0,9,465,966041
2006,26/09/2006,15,N,1,4,384,9,92,5,3,3,0,0,0,11,500,966041
2006,26/09/2006,16,N,2,6,518,3,111,1,0,0,1,1,0,3,641,966041
2006,26/09/2006,17,N,4,7,602,6,71,0,0,0,1,0,0,1,687,966041
2006,26/09/2006,18,N,2,2,529,8,40,0,0,0,0,0,1,1,580,966041
2006,26/09/2006,7,S,2,4,415,7,78,15,3,2,0,0,0,20,524,966041
2006,26/09/2006,8,S,3,8,723,6,71,15,3,3,3,0,0,24,832,966041
2006,26/09/2006,9,S,0,2,278,4,53,17,2,3,1,0,0,23,360,966041
2006,26/09/2006,10,S,0,4,262,2,51,30,1,3,4,0,0,38,357,966041
2006,26/09/2006,11,S,1,0,262,3,57,17,5,0,1,0,0,23,345,966041
2006,26/09/2006,12,S,1,2,279,4,39,12,3,1,1,0,0,17,341,966041
2006,26/09/2006,13,S,1,5,308,2,67,3,5,4,0,0,0,12,394,966041
2006,26/09/2006,14,S,2,7,293,7,59,6,0,2,0,0,1,9,375,966041
2006,26/09/2006,15,S,2,2,383,4,69,2,0,2,0,0,0,4,462,966041
2006,26/09/2006,16,S,3,6,440,1,82,1,0,0,0,0,1,2,531,966041
2006,26/09/2006,17,S,0,12,502,2,48,1,0,0,0,0,0,1,565,966041
2006,26/09/2006,18,S,1,11,528,1,31,1,1,0,0,0,0,2,573,966041
2006,19/09/2006,10,W,2,0,31,0,10,1,1,0,0,0,0,2,43,968221
2006,19/09/2006,11,W,3,0,20,0,5,0,0,0,0,0,0,0,25,968221
2006,19/09/2006,12,W,3,0,23,0,5,1,1,0,0,0,0,2,30,968221
2006,19/09/2006,13,W,0,0,25,0,2,0,0,0,0,0,0,0,27,968221
2006,19/09/2006,14,W,1,1,25,0,2,0,0,0,1,0,0,1,29,968221
2006,19/09/2006,15,W,1,1,45,0,1,1,0,0,0,0,0,1,48,968221
2006,19/09/2006,16,W,2,0,42,0,4,0,0,0,0,0,0,0,46,968221
